Table key:
~            = It is possible that this apparent recombination signal could have been caused by an evolutionary
               process other than recombination.
*            = The actual breakpoint position is undetermined (it was most likely either overprinted by a subsequent 
               recombination event or off the edges of the analysed sequence fragments).
$            = This might not be breakpoint - it is likey the edge of a genome segment (possibly exchanged during reassortment)
^            = The recombinant sequence may have been misidentified (one of the identified parents might be the recombinant)
Minor Parent = Parent contributing the smaller fraction of sequence.
Major Parent = Parent contributing the larger fraction of sequence.
Unknown      = Only one parent and a recombinant need be in the alignment for a recombination event to be detectable.
               The sequence listed as unknown was used to infer the existance of a missing parental sequence.
NS           = No significant P-value was recorded for this recombination event using the particular method in question.

,,,Breakpoint Positions
,,In Alignment, ,In Recombinant Sequence, ,Relative to SRR6316294_NODE_4_length_3022_cov_7.855410,,, , , , , , Detection Methods
Recombination Event Number, Number In .RDP File, Begin, End,Begin, End,Begin, End, Recombinant Sequence(s), Minor Parental Sequence(s), Major Parental Sequence(s), RDP, GENECONV, Bootscan, Maxchi, Chimaera, SiSscan,PhylPro, LARD, 3Seq
 1 ,1, 5254, 8596, 1932, 2429, 2496, 2807,PRJNA396064_ACC_MH649008.1_length_2499,Unknown (AF345526),PRJNA396064_ACC_MH649014.1_length_3886,NS,NS,NS,NS,NS,NS,NS,NS,NS,

 2 ,2, 5538, 6598, 1534, 1732, 2562, 2616,^PRJNA396064_ACC_MH648950.1_length_1785,Unknown (SRR6316277_NODE_1_length_3761_cov_75.427955),SRR6316277_NODE_3_length_3531_cov_85.521001,NS,NS,NS,NS,NS,NS,NS,NS,NS,

 3 ,3, 6060, 8734, 2282, 2554, 2616, 2876,SRR6316257_NODE_20_length_2564_cov_98.375050,Unknown (SRR6316257_NODE_2_length_3639_cov_106.760603),MT501652, 1.77092770966505E-63, 2.6189153867242E-57, 8.39057195919186E-50, 5.80875277615074E-18, 1.68265887965447E-16, 1.89136943789875E-15,NS,NS, 3.769304533361E-67,
 3,,,,,,,,SRR8862005_NODE_13_length_2307_cov_176.821492[P],Unknown(SRR6316314_NODE_1_length_3858_cov_75.704444),SRR6316277_NODE_3_length_3531_cov_85.521001
 3,,,,,,,,,Unknown(SRR6316233_NODE_14_length_2973_cov_133.961960),SRR6316316_NODE_1_length_3749_cov_84.051976
 3,,,,,,,,,Unknown(SRR6316277_NODE_2_length_3643_cov_115.733835),SRR6316302_NODE_1_length_3757_cov_123.131821
 3,,,,,,,,,Unknown(SRR6316316_NODE_3_length_3631_cov_53.841163),SRR6316257_NODE_13_length_3012_cov_94.086236
 3,,,,,,,,,Unknown(SRR8862009_NODE_2_length_3775_cov_107.229301),PRJNA396064_ACC_MH649242.1_length_3905
 3,,,,,,,,,Unknown(SRR10951765_NODE_1327_length_3022_cov_35.271655),AF298585
 3,,,,,,,,,Unknown(SRR6316299_NODE_14_length_3888_cov_56.440125),AJ620218
 3,,,,,,,,,Unknown(SRR6316245_NODE_1_length_3961_cov_146.739119),AJ620219
 3,,,,,,,,,Unknown(SRR6316304_NODE_2_length_3647_cov_145.614699),AJ620221
 3,,,,,,,,,Unknown(SRR6316209_NODE_30_length_3386_cov_67.234764),AJ620222
 3,,,,,,,,,Unknown(SRR6316209_NODE_32_length_3382_cov_47.680794),AJ620224
 3,,,,,,,,,Unknown(SRR6316207_NODE_1_length_3739_cov_134.608306),AJ620223
 3,,,,,,,,,Unknown(SRR6316209_NODE_40_length_3040_cov_108.131993),AJ620220
 3,,,,,,,,,Unknown(SRR6316209_NODE_38_length_3090_cov_100.966063),AJ620225
 3,,,,,,,,,Unknown(SRR6316233_NODE_15_length_2959_cov_142.645661),AM712030
 3,,,,,,,,,Unknown(SRR7166762_NODE_21_length_3612_cov_61.297442),AM712031
 3,,,,,,,,,Unknown(SRR6316270_NODE_2_length_3659_cov_65.988624),AM712032
 3,,,,,,,,,Unknown(PRJNA396064_ACC_MH649137.1_length_3696),AM712033
 3,,,,,,,,,Unknown(PRJNA396064_ACC_MH649122.1_length_3955),AM712004
 3,,,,,,,,,Unknown(KJ194502),FR848324
 3,,,,,,,,,Unknown(FR751492),FR751500
 3,,,,,,,,,Unknown(FR751493),FR751501
 3,,,,,,,,,Unknown(FR751495),FR751506
 3,,,,,,,,,Unknown(FR751497),FR751507
 3,,,,,,,,,Unknown(FR751494),FR751511
 3,,,,,,,,,Unknown(MW455389),FR751510
 3,,,,,,,,,,MT501645
 3,,,,,,,,,,MT501648
 3,,,,,,,,,,MW455383
 3,,,,,,,,,,MW455438

 4 ,4, 5626, 7944, 1703, 1935, 2581, 2616,^PRJNA396064_ACC_MH648942.1_length_1989,PRJNA396064_ACC_MH648911.1_length_2521,MW455415,NS,NS,NS,NS,NS,NS,NS,NS,NS,

 5 ,5, 4836, 7364, 2361, 2869, 2380, 2616,SRR10951765_NODE_1097_length_3641_cov_4.242889,Unknown (SRR10951765_NODE_1233_length_3284_cov_32.964076),AJ620233, 9.20026109530159E-54, 5.34474581312593E-54, 5.90328972352701E-56, 1.19743507352651E-15, 3.53580534131892E-16, 1.57976194114664E-25,NS,NS, 7.60741999555972E-31,
 5,,,,,,,,,Unknown(SRR6316226_NODE_4_length_3523_cov_83.544983),AJ620231
 5,,,,,,,,,Unknown(SRR6316317_NODE_3_length_3825_cov_90.031034),AJ620235
 5,,,,,,,,,Unknown(SRR7166770_NODE_76_length_3786_cov_81.768427),AJ620232
 5,,,,,,,,,Unknown(SRR7167047_NODE_1_length_3772_cov_23.273070),
 5,,,,,,,,,Unknown(PRJNA396064_ACC_MH649256.1_length_3904),
 5,,,,,,,,,Unknown(AF247137),
 5,,,,,,,,,Unknown(NC_014091),
 5,,,,,,,,,Unknown(FR751499),
 5,,,,,,,,,Unknown(AB017613),

 6 ,6, 5254, 9772, 1877, 2292, 2496, 3023,SRR2037085_NODE_7460_length_2291_cov_72.102862,Unknown (SRR10951765_NODE_1348_length_2953_cov_22.181159),SRR6316207_NODE_2_length_3601_cov_109.047377,NS,NS,NS,NS,NS,NS,NS,NS,NS,

 7 ,7, 5538, 7396, 2569, 2800, 2562, 2616,^MW455393,Unknown (DRR140173_NODE_3_length_3530_cov_28.738417),DRR140173_NODE_2_length_3631_cov_34.511465,NS,NS,NS,NS,NS,NS,NS,NS,NS,

 8 ,8, 5604, 9816, 1971, 2486, 2577, 3023,DRR140165_NODE_60_length_2497_cov_4.358313,Unknown (SRR6316233_NODE_2_length_3743_cov_117.718547),SRR6316233_NODE_8_length_3352_cov_146.026388,NS,NS,NS,NS,NS,NS,NS,NS,NS,

 9 ,9, 5601, 9190, 1889, 2182, 2575, 3000,PRJNA396064_ACC_MH649101.1_length_2182,Unknown (SRR2037085_NODE_5400_length_2799_cov_8.270773),SRR2037085_NODE_5068_length_2899_cov_48.067862,NS,NS,NS,NS,NS,NS,NS,NS,NS,

 10 ,10, 5344, 7340, 2531, 3205, 2519, 2616,^SRR6316314_NODE_2_length_3794_cov_72.717037,SRR6316207_NODE_2_length_3601_cov_109.047377,SRR6316314_NODE_5_length_3113_cov_79.922825,NS,NS,NS,NS,NS,NS,NS,NS,NS,

